Species,Genus,Genome_id
Pseudomonas protegens,Pseudomonas,380021.10
Pseudomonas pseudoalcaligenes,Pseudomonas,330.54
Pseudomonas putida,Pseudomonas,1215088.3
Pseudomonas silesiensis,Pseudomonas,1853130.6
Pseudomonas sp. 2_1_26,Pseudomonas,665948.3
Pseudomonas sp. A31/70,Pseudomonas,1056496.3
Pseudomonas sp. ABFPK,Pseudomonas,1636605.3
Pseudomonas sp. AU12215,Pseudomonas,1860123.4
Pseudomonas sp. BJP69,Pseudomonas,2597770.3
Pseudomonas sp. BS-2016,Pseudomonas,1907766.5
Pseudomonas sp. CCUG 58779,Pseudomonas,1880707.3
Pseudomonas sp. FDAARGOS_380,Pseudomonas,2018067.3
Pseudomonas sp. FFUP_PS_41,Pseudomonas,2060417.3
Pseudomonas sp. FFUP_PS_473,Pseudomonas,2060418.3
Pseudomonas sp. GTC 16473,Pseudomonas,1661060.3
Pseudomonas sp. GTC 16481,Pseudomonas,1661061.4
Pseudomonas sp. GTC 16482,Pseudomonas,1661693.3
Pseudomonas sp. HMSC057H01,Pseudomonas,1715060.3
Pseudomonas sp. HMSC058A10,Pseudomonas,1715163.3
Pseudomonas sp. HMSC058B07,Pseudomonas,1715138.3
Pseudomonas sp. HMSC058C05,Pseudomonas,1715145.3
Pseudomonas sp. HMSC059F05,Pseudomonas,1715166.3
Pseudomonas sp. HMSC05H02,Pseudomonas,1581118.3
Pseudomonas sp. HMSC060F12,Pseudomonas,1715015.3
Pseudomonas sp. HMSC060G01,Pseudomonas,1715014.3
Pseudomonas sp. HMSC060G02,Pseudomonas,1715198.3
Pseudomonas sp. HMSC061A10,Pseudomonas,1715062.3
Pseudomonas sp. HMSC063H08,Pseudomonas,1739428.3
Pseudomonas sp. HMSC064G05,Pseudomonas,1715204.3
Pseudomonas sp. HMSC065H01,Pseudomonas,1739516.3
Pseudomonas sp. HMSC065H02,Pseudomonas,1739410.3
Pseudomonas sp. HMSC066A08,Pseudomonas,1739390.3
Pseudomonas sp. HMSC066B03,Pseudomonas,1739334.3
Pseudomonas sp. HMSC066B11,Pseudomonas,1739294.3
Pseudomonas sp. HMSC067D05,Pseudomonas,1739293.3
Pseudomonas sp. HMSC067F09,Pseudomonas,1739343.3
Pseudomonas sp. HMSC067G02,Pseudomonas,1739418.3
Pseudomonas sp. HMSC069G05,Pseudomonas,1739451.3
Pseudomonas sp. HMSC070B12,Pseudomonas,1715094.3
Pseudomonas sp. HMSC071F02,Pseudomonas,1715090.3
Pseudomonas sp. HMSC072F09,Pseudomonas,1715149.3
Pseudomonas sp. HMSC073F05,Pseudomonas,1739490.3
Pseudomonas sp. HMSC075A08,Pseudomonas,1739250.3
Pseudomonas sp. HMSC076A11,Pseudomonas,1715195.3
Pseudomonas sp. HMSC076A12,Pseudomonas,1739344.3
Pseudomonas sp. HMSC08G10,Pseudomonas,1581141.4
Pseudomonas sp. HMSC11A05,Pseudomonas,1581085.3
Pseudomonas sp. HMSC16B01,Pseudomonas,1581109.3
Pseudomonas sp. HMSC75E02,Pseudomonas,1608908.5
Pseudomonas sp. MRSN12121,Pseudomonas,1611770.5
Pseudomonas sp. NBRC 111117,Pseudomonas,1661032.3
Pseudomonas sp. NBRC 111118,Pseudomonas,1661033.3
Pseudomonas sp. NBRC 111119,Pseudomonas,1661034.3
Pseudomonas sp. NBRC 111120,Pseudomonas,1661035.4
Pseudomonas sp. NBRC 111121,Pseudomonas,1661036.3
Pseudomonas sp. NBRC 111122,Pseudomonas,1661037.4
Pseudomonas sp. NBRC 111123,Pseudomonas,1661038.3
Pseudomonas sp. NBRC 111124,Pseudomonas,1661039.3
Pseudomonas sp. NBRC 111125,Pseudomonas,1661040.3
Pseudomonas sp. NBRC 111126,Pseudomonas,1661041.4
Pseudomonas sp. NBRC 111127,Pseudomonas,1661042.3
Pseudomonas sp. NBRC 111128,Pseudomonas,1661043.3
Pseudomonas sp. NBRC 111129,Pseudomonas,1661044.3
Pseudomonas sp. NBRC 111130,Pseudomonas,1661045.3
Pseudomonas sp. NBRC 111131,Pseudomonas,1661046.3
Pseudomonas sp. NBRC 111132,Pseudomonas,1661047.3
Pseudomonas sp. NBRC 111133,Pseudomonas,1661048.3
Pseudomonas sp. NBRC 111134,Pseudomonas,1661049.3
Pseudomonas sp. NBRC 111135,Pseudomonas,1661050.3
Pseudomonas sp. NBRC 111136,Pseudomonas,1661051.3
Pseudomonas sp. NBRC 111137,Pseudomonas,1661052.3
Pseudomonas sp. NBRC 111138,Pseudomonas,1661053.3
Pseudomonas sp. NBRC 111139,Pseudomonas,1661054.4
Pseudomonas sp. NBRC 111140,Pseudomonas,1661055.3
Pseudomonas sp. NBRC 111141,Pseudomonas,1661056.4
Pseudomonas sp. NBRC 111142,Pseudomonas,1661057.3
Pseudomonas sp. NBRC 111143,Pseudomonas,1661058.3
Pseudomonas sp. NBRC 111144,Pseudomonas,1661059.3
Pseudomonas sp. PONIH3,Pseudomonas,1636610.3
Pseudomonas sp. SD129,Pseudomonas,1880735.3
Pseudomonas stutzeri,Pseudomonas,316.106
Pseudopropionibacterium propionicum,Pseudopropionibacterium,1750.303
Pseudoramibacter alactolyticus,Pseudoramibacter,887929.3
Pseudoxanthomonas sp. NML130738,Pseudoxanthomonas,2480810.3
Pseudoxanthomonas sp. NML130969,Pseudoxanthomonas,2480811.3
Pseudoxanthomonas sp. NML140781,Pseudoxanthomonas,2480812.3
Pseudoxanthomonas sp. NML160639,Pseudoxanthomonas,2480813.3
Pseudoxanthomonas sp. NML170316,Pseudoxanthomonas,2480814.3
Pseudoxanthomonas sp. NML171107,Pseudoxanthomonas,2480815.3
Pseudoxanthomonas sp. NML171200,Pseudoxanthomonas,2480816.3
Pseudoxanthomonas sp. NML171202,Pseudoxanthomonas,2480817.3
Pseudoxanthomonas sp. NML171590,Pseudoxanthomonas,2527958.3
Pseudoxanthomonas sp. NML171591,Pseudoxanthomonas,2527959.3
Pseudoxanthomonas sp. NML180370,Pseudoxanthomonas,2480818.3
Pseudoxanthomonas sp. NML180594,Pseudoxanthomonas,2480819.3
Psychrobacter immobilis,Psychrobacter,498.4
Psychrobacter sp. 1501(2011),Psychrobacter,1002339.3
Psychrobacter sp. 310(2012),Psychrobacter,1472682.4
Pyramidobacter piscolens,Pyramidobacter,352165.18
Rahnella aquatilis,Rahnella,34038.7
Ralstonia insidiosa,Ralstonia,190721.30
Ralstonia mannitolilytica,Ralstonia,105219.17
Ralstonia pickettii,Ralstonia,329.29
Ralstonia solanacearum,Ralstonia,305.91
Ralstonia sp. 5_7_47FAA,Ralstonia,658664.3
Ralstonia sp. AU12-08,Ralstonia,1235457.3
Raoultella ornithinolytica,Raoultella,1444039.3
Raoultella planticola,Raoultella,575.59
Rappaport israeli,Rappaport,1839807.3
Rhizobium pusense,Rhizobium,648995.20
Rhodococcus erythropolis,Rhodococcus,596309.3
Rhodococcus gordoniae,Rhodococcus,223392.3
Rhodococcus hoagii,Rhodococcus,43767.30
Rhodococcus rhodochrous,Rhodococcus,1114961.3
Rhodococcus sp. R1101,Rhodococcus,1170698.3
Rhodopirellula baltica,Rhodopirellula,265606.5
Rhodopirellula sp. MGV,Rhodopirellula,2023130.3
Rhodospirillum sp. UNK.MGS-17,Rhodospirillum,1638782.3
Rhodovulum sp. PH10,Rhodovulum,1187851.3
Rickettsia argasii,Rickettsia,1268837.3
Rickettsia conorii,Rickettsia,272944.4
Rickettsia honei,Rickettsia,1175313.3
Rickettsia japonica,Rickettsia,35790.38
Rickettsia prowazekii,Rickettsia,1290428.3
Rickettsia rickettsii,Rickettsia,392021.5
Rickettsia sp. Tenjiku01,Rickettsia,1736693.3
Rickettsia typhi,Rickettsia,1003201.3
Riemerella sp.,Riemerella,2382126.3
Robertkochia sp. CL23,Robertkochia,2213046.3
Robinsoniella peoriensis,Robinsoniella,180332.6
Romboutsia hominis,Romboutsia,1507512.3
Romboutsia timonensis,Romboutsia,1776391.3
Roseburia faecis,Roseburia,301302.2226
Roseburia hominis,Roseburia,585394.18
Roseburia intestinalis,Roseburia,536231.5
Roseburia intestinalis CAG,Roseburia,1263104.3
Roseburia inulinivorans,Roseburia,622312.4
Roseburia inulinivorans CAG,Roseburia,1263105.3
Roseburia sp. 40_7,Roseburia,1897015.3
Roseburia sp. AF02-12,Roseburia,2293126.3
Roseburia sp. AF12-17LB,Roseburia,2293127.3
Roseburia sp. AF15-21,Roseburia,2293128.3
Roseburia sp. AF20-18LB,Roseburia,2293129.3
Roseburia sp. AF22-2LB,Roseburia,2293130.3
Roseburia sp. AF22-8AC,Roseburia,2293131.3
Roseburia sp. AF25-13LB,Roseburia,2293132.3
Roseburia sp. AF25-15LB,Roseburia,2293133.3
Roseburia sp. AF25-18LB,Roseburia,2293134.3
Roseburia sp. AF25-25LB,Roseburia,2293135.3
Roseburia sp. AF34-16,Roseburia,2293136.3
Roseburia sp. AF42-8,Roseburia,2293137.3
Roseburia sp. AM16-25,Roseburia,2292065.3
Roseburia sp. AM23-20,Roseburia,2292066.3
Roseburia sp. AM51-8,Roseburia,2292366.3
Roseburia sp. AM59-24XD,Roseburia,2293138.3
Roseburia sp. CAG,Roseburia,1262940.3
Roseburia sp. OF03-24,Roseburia,2292367.3
Roseburia sp. OM02-15,Roseburia,2292368.3
Roseburia sp. OM03-18,Roseburia,2293139.3
Roseburia sp. OM03-7AC,Roseburia,2293140.3
Roseburia sp. OM04-10AA,Roseburia,2293141.3
Roseburia sp. OM04-10BH,Roseburia,2293142.3
Roseburia sp. OM04-15AA,Roseburia,2293143.3
Roseburia sp. TF10-5,Roseburia,2293144.3
Roseburia sp. UNK.MGS-15,Roseburia,1638781.3
Roseomonas cervicalis,Roseomonas,525371.3
Roseomonas genomospecies 6,Roseomonas,214106.4
Roseomonas mucosa,Roseomonas,207340.11
Roseomonas sp. FDAARGOS_362,Roseomonas,2018065.3
Rothia aeria,Rothia,888019.4
Rothia dentocariosa,Rothia,762948.4
Rothia kristinae,Rothia,37923.24
Rothia mucilaginosa,Rothia,553201.3
Rothia sp. HMSC036D11,Rothia,1739462.3
Rothia sp. HMSC058E10,Rothia,1715088.3
Rothia sp. HMSC061C12,Rothia,1739547.3
Rothia sp. HMSC061D12,Rothia,1715161.3
Rothia sp. HMSC061E04,Rothia,1739431.3
Rothia sp. HMSC062F03,Rothia,1715153.3
Rothia sp. HMSC062H08,Rothia,1739269.3
Rothia sp. HMSC064D08,Rothia,1715104.3
Rothia sp. HMSC064F07,Rothia,1715191.3
Rothia sp. HMSC065B04,Rothia,1739349.3
Rothia sp. HMSC065C03,Rothia,1715084.3
Rothia sp. HMSC065C12,Rothia,1739340.3
Rothia sp. HMSC065D02,Rothia,1739518.3
Rothia sp. HMSC065D09,Rothia,1739511.3
Rothia sp. HMSC065G12,Rothia,1739308.3
Rothia sp. HMSC066G02,Rothia,1739398.3
Rothia sp. HMSC066G07,Rothia,1739475.3
Rothia sp. HMSC066H02,Rothia,1739503.3
Rothia sp. HMSC067H10,Rothia,1739260.3
Rothia sp. HMSC068E02,Rothia,1739423.3
Rothia sp. HMSC068F09,Rothia,1739378.3
Rothia sp. HMSC069C01,Rothia,1739485.3
Rothia sp. HMSC069C03,Rothia,1739283.3
Rothia sp. HMSC069C04,Rothia,1739383.3
Rothia sp. HMSC069C10,Rothia,1739346.3
Rothia sp. HMSC069D01,Rothia,1715189.3
Rothia sp. HMSC071B01,Rothia,1715007.3
Rothia sp. HMSC071C12,Rothia,1739446.3
Rothia sp. HMSC071F11,Rothia,1715034.3
Rothia sp. HMSC072B03,Rothia,1715109.3
Rothia sp. HMSC072B04,Rothia,1739432.3
Rothia sp. HMSC072E10,Rothia,1739448.3
Rothia sp. HMSC073B08,Rothia,1739388.3
Rothia sp. HMSC075F09,Rothia,1739253.3
Rothia sp. HMSC076D04,Rothia,1739484.3
Rothia sp. HMSC078H08,Rothia,1715008.3
Rothia sp. HMSC08A08,Rothia,1581132.50
Rothia sp. HSID18067,Rothia,2419514.3
Rothia sp. HSID18069,Rothia,2419515.3
Rubeoparvulum massiliense,Rubeoparvulum,1631346.7
Rubneribacter badeniensis,Rubneribacter,2070688.3
Ruegeria sp. TM1040,Ruegeria,292414.31
Ruminococcaceae bacterium,,1898205.8
Ruminococcaceae bacterium AF10-16,,2292180.3
Ruminococcaceae bacterium AM07-15,,2291991.3
Ruminococcaceae bacterium AM28-23LB,,2292269.3
Ruminococcaceae bacterium D16,,552398.3
Ruminococcaceae bacterium KLE1738,,2283482.3
Ruminococcaceae bacterium TF06-43,,2292270.3
Ruminococcus bicirculans,Ruminococcus,1160721.18
Ruminococcus bromii,Ruminococcus,657321.5
Ruminococcus callidus,Ruminococcus,411473.3
Ruminococcus champanellensis,Ruminococcus,213810.4
Ruminococcus faecis,Ruminococcus,592978.29
Ruminococcus lactaris,Ruminococcus,471875.6
Ruminococcus obeum CAG,Ruminococcus,1263107.3
Ruminococcus sp.,Ruminococcus,41978.9
Ruminococcus sp. 37_24,Ruminococcus,1897019.3
Ruminococcus sp. 5_1_39BFAA,Ruminococcus,457412.4
Ruminococcus sp. A254.MGS-108,Ruminococcus,1637497.3
Ruminococcus sp. A254.MGS-254,Ruminococcus,1637499.3
Ruminococcus sp. AF12-5,Ruminococcus,2293146.3
Ruminococcus sp. AF13-28,Ruminococcus,2292245.3
Ruminococcus sp. AF13-37,Ruminococcus,2292246.3
Ruminococcus sp. AF14-10,Ruminococcus,2292247.3
Ruminococcus sp. AF14-5,Ruminococcus,2293147.3
Ruminococcus sp. AF16-40,Ruminococcus,2293148.3
Ruminococcus sp. AF16-50,Ruminococcus,2293149.3
Ruminococcus sp. AF17-11,Ruminococcus,2293150.3
Ruminococcus sp. AF17-12,Ruminococcus,2293151.3
Ruminococcus sp. AF17-1AC,Ruminococcus,2293152.3
Ruminococcus sp. AF17-22AC,Ruminococcus,2292248.3
Ruminococcus sp. AF17-24,Ruminococcus,2293153.3
Ruminococcus sp. AF17-6,Ruminococcus,2293154.3
Ruminococcus sp. AF17-6LB,Ruminococcus,2293155.3
Ruminococcus sp. AF18-22,Ruminococcus,2292249.3
Ruminococcus sp. AF18-29,Ruminococcus,2293156.3
Ruminococcus sp. AF19-15,Ruminococcus,2293157.3
Ruminococcus sp. AF19-29,Ruminococcus,2293158.3
Ruminococcus sp. AF19-4LB,Ruminococcus,2293159.3
Ruminococcus sp. AF20-12LB,Ruminococcus,2293160.3
Ruminococcus sp. AF21-11,Ruminococcus,2293161.3
Ruminococcus sp. AF21-3,Ruminococcus,2292250.3
Ruminococcus sp. AF21-42,Ruminococcus,2292251.3
Ruminococcus sp. AF24-16,Ruminococcus,2293162.3
Ruminococcus sp. AF24-32LB,Ruminococcus,2292252.3
Ruminococcus sp. AF25-13,Ruminococcus,2293163.3
Ruminococcus sp. AF25-17,Ruminococcus,2293164.3
Ruminococcus sp. AF25-19,Ruminococcus,2293165.3
Ruminococcus sp. AF25-23LB,Ruminococcus,2293166.3
Ruminococcus sp. AF25-28AC,Ruminococcus,2293167.3
Ruminococcus sp. AF25-3LB,Ruminococcus,2293168.3
Ruminococcus sp. AF26-25AA,Ruminococcus,2293169.3
Ruminococcus sp. AF27-11AA,Ruminococcus,2293170.3
Ruminococcus sp. AF27-12AA,Ruminococcus,2293171.3
Ruminococcus sp. AF27-3,Ruminococcus,2293172.3
Ruminococcus sp. AF31-14BH,Ruminococcus,2293173.3
Ruminococcus sp. AF31-16BH,Ruminococcus,2292067.3
Ruminococcus sp. AF31-8BH,Ruminococcus,2293174.3
Ruminococcus sp. AF32-2AC,Ruminococcus,2293175.3
Ruminococcus sp. AF33-11BH,Ruminococcus,2293176.3
Ruminococcus sp. AF34-12,Ruminococcus,2293177.3
Ruminococcus sp. AF37-20,Ruminococcus,2293178.3
Ruminococcus sp. AF37-3AC,Ruminococcus,2293179.3
Ruminococcus sp. AF37-6AT,Ruminococcus,2292068.3
Ruminococcus sp. AF41-9,Ruminococcus,2292069.3
Ruminococcus sp. AF42-10,Ruminococcus,2293180.3
Ruminococcus sp. AF42-9BH,Ruminococcus,2292070.3
Ruminococcus sp. AF43-11,Ruminococcus,2293181.3
Ruminococcus sp. AF45-4BH,Ruminococcus,2292071.3
Ruminococcus sp. AF46-10NS,Ruminococcus,2292072.3
Ruminococcus sp. AM07-21,Ruminococcus,2292073.3
Ruminococcus sp. AM09-18-1,Ruminococcus,2293182.3
Ruminococcus sp. AM12-48,Ruminococcus,2293183.3
Ruminococcus sp. AM16-34,Ruminococcus,2293184.3
Ruminococcus sp. AM18-15,Ruminococcus,2293185.3
Ruminococcus sp. AM18-44,Ruminococcus,2293186.3
Ruminococcus sp. AM22-13,Ruminococcus,2292074.3
Ruminococcus sp. AM22-14LB,Ruminococcus,2293187.3
Ruminococcus sp. AM23-1,Ruminococcus,2293188.3
Ruminococcus sp. AM23-1LB,Ruminococcus,2293189.3
Ruminococcus sp. AM26-12LB,Ruminococcus,2293190.3
Ruminococcus sp. AM27-11LB,Ruminococcus,2293191.3
Ruminococcus sp. AM27-16,Ruminococcus,2293192.3
Ruminococcus sp. AM27-27,Ruminococcus,2293193.3
Ruminococcus sp. AM28-13,Ruminococcus,2293194.3
Ruminococcus sp. AM28-29LB,Ruminococcus,2293195.3
Ruminococcus sp. AM28-41,Ruminococcus,2292369.3
Ruminococcus sp. AM29-1,Ruminococcus,2293196.3
Ruminococcus sp. AM29-10LB,Ruminococcus,2293197.3
Ruminococcus sp. AM29-12LB,Ruminococcus,2293198.3
Ruminococcus sp. AM29-19LB,Ruminococcus,2293199.3
Ruminococcus sp. AM29-1LB,Ruminococcus,2293200.3
Ruminococcus sp. AM29-26,Ruminococcus,2292370.3
Ruminococcus sp. AM29-5AC,Ruminococcus,2293201.3
Ruminococcus sp. AM30-15AC,Ruminococcus,2292371.3
Ruminococcus sp. AM31-15AC,Ruminococcus,2293202.3
Ruminococcus sp. AM31-32,Ruminococcus,2293203.3
Ruminococcus sp. AM32-17LB,Ruminococcus,2293204.3
Ruminococcus sp. AM33-14,Ruminococcus,2293205.3
Ruminococcus sp. AM34-10LB,Ruminococcus,2293206.3
Ruminococcus sp. AM34-9LB,Ruminococcus,2293207.3
Ruminococcus sp. AM36-17,Ruminococcus,2293208.3
Ruminococcus sp. AM36-18,Ruminococcus,2293209.3
Ruminococcus sp. AM36-2AA,Ruminococcus,2293210.3
Ruminococcus sp. AM36-5,Ruminococcus,2293211.3
Ruminococcus sp. AM40-10AC,Ruminococcus,2293212.3
Ruminococcus sp. AM41-10BH,Ruminococcus,2293213.3
Ruminococcus sp. AM41-2AC,Ruminococcus,2293214.3
Ruminococcus sp. AM42-10AC,Ruminococcus,2293215.3
Ruminococcus sp. AM42-11,Ruminococcus,2292372.3
Ruminococcus sp. AM43-6,Ruminococcus,2293216.3
Ruminococcus sp. AM44-9AT,Ruminococcus,2293217.3
Ruminococcus sp. AM45-2,Ruminococcus,2293218.3
Ruminococcus sp. AM45-9BH,Ruminococcus,2293219.3
Ruminococcus sp. AM46-18,Ruminococcus,2293220.3
Ruminococcus sp. AM47-2BH,Ruminococcus,2293221.3
Ruminococcus sp. AM49-10BH,Ruminococcus,2293222.3
Ruminococcus sp. AM49-8,Ruminococcus,2293223.3
Ruminococcus sp. AM50-15BH,Ruminococcus,2293224.3
Ruminococcus sp. AM54-14NS,Ruminococcus,2293225.3
Ruminococcus sp. AM54-1NS,Ruminococcus,2293226.3
Ruminococcus sp. AM57-5,Ruminococcus,2293227.3
Ruminococcus sp. AM58-7XD,Ruminococcus,2292373.3
Ruminococcus sp. B05,Ruminococcus,2448031.3
Ruminococcus sp. CAG,Ruminococcus,1262950.3
Ruminococcus sp. DSM 100440,Ruminococcus,1671366.3
Ruminococcus sp. JC304,Ruminococcus,1095771.3
Ruminococcus sp. KGMB03662,Ruminococcus,2583230.3
Ruminococcus sp. N15.MGS-57,Ruminococcus,1637508.3
Ruminococcus sp. OF02-6,Ruminococcus,2293228.3
Ruminococcus sp. OF03-6AA,Ruminococcus,2293229.3
Ruminococcus sp. OF05-2BH,Ruminococcus,2293230.3
Ruminococcus sp. OM02-16LB,Ruminococcus,2302958.3
Ruminococcus sp. OM04-4AA,Ruminococcus,2293231.3
Ruminococcus sp. OM05-10BH,Ruminococcus,2292374.3
Ruminococcus sp. OM05-7,Ruminococcus,2293232.3
Ruminococcus sp. OM06-36AC,Ruminococcus,2292375.3
Ruminococcus sp. OM07-17,Ruminococcus,2293233.3
Ruminococcus sp. OM07-7,Ruminococcus,2293234.3
Ruminococcus sp. OM08-13AT,Ruminococcus,2293235.3
Ruminococcus sp. OM08-7,Ruminococcus,2292376.3
Ruminococcus sp. OM08-9BH,Ruminococcus,2293236.3
Ruminococcus sp. SR1/5,Ruminococcus,657323.3
Ruminococcus sp. TF06-23,Ruminococcus,2293237.3
Ruminococcus sp. TF08-4,Ruminococcus,2293238.3
Ruminococcus sp. TF10-12AC,Ruminococcus,2293239.3
Ruminococcus sp. TF10-6,Ruminococcus,2293240.3
Ruminococcus sp. TF11-2AC,Ruminococcus,2293241.3
Ruminococcus sp. TF12-19AC,Ruminococcus,2293242.3
Ruminococcus sp. TF12-2,Ruminococcus,2293243.3
Ruminococcus sp. TM09-4,Ruminococcus,2293244.3
Ruminococcus sp. TM10-9AT,Ruminococcus,2292377.3
Ruminococcus sp. UNK.MGS-30,Ruminococcus,1638786.3
Ruthenibacterium lactatiformans,Ruthenibacterium,1550024.404
SR1 bacterium human oral taxon HOT-345,,1540874.3
Saccharibacillus sp. ATSA2,Saccharibacillus,2583377.4
Salmonella bongori,Salmonella,1967587.3
Salmonella enterica,Salmonella,28901.3641
Salmonella enterica subsp. arizonae,Salmonella,1444291.3
Salmonella enterica subsp. diarizonae,Salmonella,59204.13
Salmonella enterica subsp. enterica,Salmonella,2583588.6
Salmonella enterica subsp. houtenae,Salmonella,1240348.7
Salmonella enterica subsp. salamae,Salmonella,1346789.4
Salmonella sp.,Salmonella,599.297
Salmonella sp. HMSC13B08,Salmonella,1581094.4
Salmonella sp. NCTC 7297,Salmonella,2583578.3
Salmonella sp. SEH-2,Salmonella,2116498.3
Salmonella sp. SW39,Salmonella,2562450.3
Sanguibacter keddieii,Sanguibacter,60920.3
Sanguibacteroides justesenii,Sanguibacteroides,1459803.3
Scardovia inopinata,Scardovia,641146.3
Schaalia cardiffensis,Schaalia,888050.3
Schaalia georgiae,Schaalia,1120942.4
Schaalia meyeri,Schaalia,52773.3
Schaalia odontolytica,Schaalia,411466.7
Schaalia turicensis,Schaalia,131111.3
Segniliparus rotundus,Segniliparus,640132.3
Segniliparus rugosus,Segniliparus,679197.3
Selenomonadales bacterium,,2137878.3
Selenomonas artemidis,Selenomonas,749551.3
Selenomonas flueggei,Selenomonas,638302.3
Selenomonas noxia,Selenomonas,585503.3
Selenomonas sp. F0473,Selenomonas,999423.3
Selenomonas sp. oral taxon 126,Selenomonas,712528.4
Selenomonas sp. oral taxon 136,Selenomonas,713030.3
Selenomonas sp. oral taxon 137,Selenomonas,879310.3
Selenomonas sp. oral taxon 138,Selenomonas,1127695.3
Selenomonas sp. oral taxon 149,Selenomonas,864563.3
Selenomonas sp. oral taxon 478,Selenomonas,712538.3
Selenomonas sp. oral taxon 892,Selenomonas,1321786.3
Selenomonas sp. oral taxon 920,Selenomonas,1884263.3
Selenomonas sputigena,Selenomonas,546271.3
Sellimonas intestinalis,Sellimonas,1653434.8
Senegalia massiliensis,Senegalia,1720316.4
Senegalimassilia anaerobia,Senegalimassilia,1034345.3
Senegalimassilia sp. KGMB04484,Senegalimassilia,2509433.3
Serinicoccus chungangensis,Serinicoccus,767452.9
Serratia liquefaciens,Serratia,614.9
Serratia marcescens,Serratia,1333586.3
Serratia marcescens subsp. marcescens,Serratia,211759.19
Serratia nematodiphila,Serratia,458197.15
Serratia odorifera,Serratia,667129.3
Serratia plymuthica,Serratia,82996.11
Serratia proteamaculans,Serratia,28151.29
Serratia rubidaea,Serratia,61652.8
Serratia sp.,Serratia,616.14
Serratia sp. 506_PEND,Serratia,1572666.3
Serratia sp. FDAARGOS_506,Serratia,2420306.3
Serratia sp. HMSC15F11,Serratia,1581106.4
Serratia sp. SSNIH1,Serratia,1758196.3
Serratia sp. SSNIH2,Serratia,2080493.3
Serratia sp. SSNIH3,Serratia,1920111.3
Serratia sp. SSNIH4,Serratia,1920112.3
Serratia sp. SSNIH5,Serratia,1920121.3
Shewanella algae,Shewanella,38313.41
Shewanella bicestrii,Shewanella,2018305.5
Shewanella mangrovi,Shewanella,1515746.3
Shewanella sediminis,Shewanella,271097.3
Shewanella sp. Sh95,Shewanella,1689868.3
Shewanella sp. Shew256,Shewanella,1969376.3
Shigella boydii,Shigella,1118236.3
Shigella dysenteriae,Shigella,754093.5
Shigella flexneri,Shigella,766154.3
Shigella sonnei,Shigella,1212580.4
Shigella sp. FC1056,Shigella,1892898.4
Shigella sp. FC1139,Shigella,1892899.4
Shigella sp. FC1172,Shigella,1890303.3
Shigella sp. FC1180,Shigella,1890304.3
Shigella sp. FC130,Shigella,1892896.4
Shigella sp. FC1544,Shigella,1892895.4
Shigella sp. FC1567,Shigella,1898037.4
Shigella sp. FC1655,Shigella,1898038.4
Shigella sp. FC1661,Shigella,1886513.3
Shigella sp. FC1708,Shigella,1898039.4
Shigella sp. FC1737,Shigella,1898040.4
Shigella sp. FC1764,Shigella,1886514.3
Shigella sp. FC1882,Shigella,1886515.3
Shigella sp. FC1967,Shigella,1898041.4
Shigella sp. FC2045,Shigella,1886516.3
Shigella sp. FC2117,Shigella,1898682.4
Shigella sp. FC2125,Shigella,1898679.4
Shigella sp. FC2175,Shigella,1898680.4
Shigella sp. FC2383,Shigella,1890305.3
Shigella sp. FC2531,Shigella,1898681.4
Shigella sp. FC2541,Shigella,1898677.4
Shigella sp. FC2710,Shigella,1898676.4
Shigella sp. FC2833,Shigella,1890306.3
Shigella sp. FC2928,Shigella,1886517.3
Shigella sp. FC3196,Shigella,1898678.4
Shigella sp. FC569,Shigella,1892897.4
Shigella sp. SF-2015,Shigella,932676.3
Shigella sp. SHS-1,Shigella,2116500.3
Shigella sp. SHS-10,Shigella,2116509.3
Shigella sp. SHS-2,Shigella,2116501.3
Shigella sp. SHS-3,Shigella,2116502.3
Shigella sp. SHS-4,Shigella,2116503.3
Shigella sp. SHS-5,Shigella,2116504.3
Shigella sp. SHS-6,Shigella,2116505.3
Shigella sp. SHS-7,Shigella,2116506.3
Shigella sp. SHS-8,Shigella,2116507.3
Shigella sp. SHS-9,Shigella,2116508.3
Shuttleworthia satelles,Shuttleworthia,626523.3
Siccibacter turicensis,Siccibacter,357233.19
Simonsiella muelleri,Simonsiella,641147.3
Slackia equolifaciens,Slackia,498718.3
Slackia exigua,Slackia,649764.3
Slackia isoflavoniconvertens,Slackia,572010.5
Slackia sp.,Slackia,2049041.5
Sneathia amnii,Sneathia,1069640.6
Sneathia sanguinegens,Sneathia,40543.27
Solobacterium moorei,Solobacterium,706433.3
Sphingobacterium cellulitidis,Sphingobacterium,1768011.4
Sphingobacterium daejeonense,Sphingobacterium,371142.3
Sphingobacterium multivorum,Sphingobacterium,28454.6
Sphingobacterium sp. HMSC13C05,Sphingobacterium,1581095.5
Sphingobacterium sp. SSI9,Sphingobacterium,2605433.3
Sphingobacterium spiritivorum,Sphingobacterium,525372.3
Sphingobacterium thalpophilum,Sphingobacterium,1123265.3
Sphingobium yanoikuyae,Sphingobium,883163.3
Sphingomonas koreensis,Sphingomonas,93064.56
Sphingomonas paucimobilis,Sphingomonas,13689.17
Sphingomonas sp. S-NIH.Pt15_0812,Sphingomonas,1920129.3
Sphingomonas sp. S-NIH.Pt1_0416,Sphingomonas,1920123.3
Sphingomonas sp. S-NIH.Pt3_0716,Sphingomonas,1920124.3
